CONTROL_NUMBER,MONTHS_SINCE_ORIGIN,DONOR_AGE,IN_HOUSE,URBANICITY,SES,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,PUBLISHED_PHONE,OVERLAY_SOURCE,MOR_HIT_RATE,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PER_CAPITA_INCOME,PCT_ATTRIBUTE1,PCT_ATTRIBUTE2,PCT_ATTRIBUTE3,PCT_ATTRIBUTE4,PEP_STAR,RECENT_STAR_STATUS,RECENCY_STATUS_96NK,FREQUENCY_STATUS_97NK,RECENT_RESPONSE_PROP,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_PROP,RECENT_AVG_CARD_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LIFETIME_MAX_GIFT_AMT,LIFETIME_MIN_GIFT_AMT,LAST_GIFT_AMT,CARD_PROM_12,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT,FILE_AVG_GIFT,FILE_CARD_GIFT
00105601,29,,0,T,2,39,U,M,,1,N,0,,916,286,79,12983,0,40,34,35,0,0,A,1,0.154,15,0,0,2,0,20,8,24,30,2,15,10,20,10,20,4,11,20,31,15,0
00105615,137,84,0,R,2,45,U,F,2,1,P,0,2,364,217,73,11225,0,32,31,42,1,1,S,4,0.375,7.17,0.625,7,6,5,17,20,55,89,16,5.56,6,8,2,8,6,13,17,129,5.56,9
00105642,89,78,0,T,2,36,U,F,2,1,B,15,5,447,259,73,12334,0,36,37,36,0,0,A,1,0.05,30,0,0,1,0,26,21,53,112,6,18.67,25,30,5,30,5,11,26,77,18.67,2
00105644,101,44,0,T,2,36,U,F,4,0,M,1,2,380,259,68,11938,0,28,28,36,1,5,A,1,0.136,45.33,0,0,3,0,16,25,66,316,9,35.11,27,52,25,52,6,13,16,93,35.11,4
00105650,137,78,0,T,2,40,H,F,2,0,B,17,,491,325,84,13143,0,43,28,39,0,0,A,2,0.125,10,0.167,10,2,1,21,23,58,52,12,4.33,8,10,2,10,6,12,21,117,4.33,7
00105660,89,,0,R,2,46,U,M,,1,N,0,5,430,236,68,13227,0,29,23,31,0,0,A,2,0.095,12.5,0.1,10,2,1,24,22,51,63,7,9,10,15,5,10,6,12,24,80,9,3
00105691,65,65,0,T,2,37,H,M,3,1,B,1,,638,239,71,15805,0,46,40,26,0,0,A,1,0.167,20,0.333,20,1,1,16,11,26,30,2,15,10,20,10,20,5,10,16,57,15,2
00105694,137,53,0,T,2,36,U,F,,0,N,0,5,328,246,65,12444,0,33,29,32,1,1,S,4,0.368,4.57,0.333,5,7,3,20,31,75,152,46,3.3,6,7,1,3,5,12,18,129,3.3,19
00105709,137,62,0,T,2,36,H,M,4,0,B,14,5,386,293,70,11937,0,43,52,29,1,1,S,4,0.65,5.77,0.818,5.33,13,9,15,33,83,194,46,4.22,8,10,2,6,5,13,15,128,4.22,25
00105715,29,68,0,S,2,17,H,F,4,1,B,25,,671,300,36,16723,0,32,26,31,1,0,N,4,0.364,8,0.6,7.33,4,3,15,9,23,32,4,8,5,10,5,10,6,14,15,24,8,3
00105725,101,,0,S,2,20,U,F,,0,N,0,,775,317,38,14559,0,31,16,57,1,0,F,1,0.056,15,0.125,15,1,1,21,33,95,191,12,15.92,15,25,10,20,4,15,4,89,15.92,7
00105861,77,59,0,C,3,30,H,M,4,1,P,0,2,347,236,59,10196,0,32,31,20,0,0,A,1,0.091,29,0.091,29,2,1,21,22,56,145,6,24.17,19,29,10,29,6,13,21,69,24.17,2
00106084,41,45,0,C,3,30,H,M,3,1,B,1,,1272,401,91,16737,0,26,51,24,1,0,A,4,0.333,5.6,0.375,6,5,3,21,12,26,31,6,5.17,3,6,3,6,6,12,21,34,5.17,3
00106209,41,68,0,T,3,41,U,M,2,1,M,2,,288,199,62,9427,0,49,40,41,1,1,S,4,0.471,5.88,0.7,5.71,8,7,17,15,34,56,10,5.6,3,7,4,6,6,12,17,41,5.6,8
00106235,125,79,0,T,2,38,U,M,4,0,P,0,6,498,273,48,12893,0,27,37,40,1,1,S,4,0.267,5,0.143,5,4,1,18,24,53,90,18,5,0,5,5,5,4,7,18,125,5,8
00106384,137,,0,R,1,42,H,F,7,1,B,1,6,579,305,82,13237,0,27,30,32,1,1,S,4,0.55,9.45,0.727,9.5,11,8,17,33,89,483,55,8.78,10,13,3,9,5,12,17,129,8.78,25
00106492,125,81,0,R,2,43,H,M,1,0,B,34,3,431,223,69,10450,0,19,14,47,1,1,S,2,0.143,10.67,0.1,12,3,1,25,28,66,152,15,10.13,6,14,8,10,6,11,25,90,10.13,7
00106502,137,85,0,R,2,44,H,M,4,0,B,1,5,572,379,76,19694,0,26,29,20,1,0,L,1,0.095,27.5,0.2,27.5,2,2,15,32,76,212,11,19.27,20,30,10,30,5,12,15,122,19.27,8
00106530,113,,0,R,2,49,U,F,,0,N,0,5,447,257,73,12833,0,27,24,34,1,11,A,1,0.053,17,0,0,1,0,18,27,69,168,14,12,12,17,5,17,6,13,18,104,12,7
00106637,137,,0,R,2,45,U,M,,0,N,0,1,335,174,61,11806,0,34,23,38,1,0,A,1,0.125,21,0.111,15,2,1,17,29,73,254,17,14.94,25,27,2,15,4,8,17,128,14.94,13
00106814,29,32,0,S,2,16,U,F,7,1,B,1,,749,357,57,26686,2,45,32,44,0,0,A,1,0.154,12.5,0.333,12.5,2,2,16,9,22,25,2,12.5,5,15,10,15,4,11,16,29,12.5,2
00106850,29,34,0,T,1,35,H,F,5,1,B,4,,901,409,53,14154,41,35,63,5,1,1,S,2,0.235,15,0,0,4,0,18,12,29,60,4,15,9,19,10,15,6,13,18,32,15,0
00106900,29,,0,S,2,17,H,F,5,0,P,0,,638,327,45,12306,25,25,47,4,0,0,A,1,0.167,12.5,0.4,12.5,2,2,23,8,21,25,2,12.5,15,20,5,20,4,10,23,29,12.5,2
00106960,77,61,0,S,2,18,H,M,4,1,B,2,8,625,414,65,11677,0,38,64,5,0,0,A,1,0.071,20,0,0,1,0,18,17,42,106,7,15.14,15,25,10,20,4,8,18,67,15.14,3
00107040,137,70,0,C,2,26,U,M,3,0,P,0,9,613,259,6,17455,0,41,8,58,1,0,A,4,0.2,10,0.3,10,4,3,18,26,63,92,13,7.08,8,11,3,10,6,15,18,122,7.08,6
00107067,137,87,0,R,2,46,H,M,1,1,B,29,,367,238,69,12659,0,31,19,44,1,17,F,1,0.111,7.5,0.125,10,2,1,18,34,80,104,17,6.12,7,10,3,10,6,15,18,122,6.12,8
00107188,125,,0,T,2,36,U,F,,0,N,0,2,439,235,60,11363,0,25,9,72,1,1,S,3,0.2,32.5,0.2,10,4,2,18,29,80,300,21,14.29,90,100,10,100,6,16,18,124,14.29,14
00107192,53,,0,C,3,31,U,M,,0,N,0,,0,0,0,0,0,14,22,22,0,0,A,1,0.143,23.33,0.273,23.33,3,3,17,19,46,150,9,16.67,20,30,10,30,6,13,17,52,16.67,5
00107338,113,59,0,R,2,49,U,M,1,1,B,15,,377,255,73,9943,0,30,31,23,1,1,S,3,0.25,6.5,0.667,6.5,4,4,16,24,69,76.5,17,4.5,6,8,2,8,5,12,16,108,4.5,13
00107345,17,39,0,R,2,45,U,M,4,0,B,12,,389,239,73,10642,0,25,30,31,0,0,F,1,0.2,20,0.5,20,1,1,17,5,13,20,1,20,0,20,20,20,4,10,17,17,20,1
00107378,137,69,0,T,1,35,H,M,6,1,B,2,8,805,402,74,14734,0,24,44,33,1,4,A,1,0.19,9,0.2,9,4,2,19,33,82,193,28,6.89,9,11,2,10,5,12,19,129,6.89,16
00107402,101,,0,R,2,45,U,F,,0,N,0,1,345,232,80,8895,0,24,31,40,1,3,A,1,0.158,8.67,0.1,6,3,1,17,25,59,91,21,4.33,8,10,2,10,6,13,17,90,4.33,12
00107453,137,,0,T,1,35,U,M,,1,N,0,3,1268,526,93,15969,0,34,43,9,1,3,A,1,0.095,7.5,0.1,10,2,1,17,33,71,80,18,4.44,7,10,3,10,6,13,17,119,4.44,11
00107505,101,,0,T,1,35,U,M,,0,N,0,8,629,423,94,13316,0,21,29,23,1,1,S,2,0.35,10,0.364,10,7,4,21,28,66,178,22,8.09,7,10,3,10,6,12,21,105,8.09,11
00107569,101,51,0,R,2,49,H,M,5,0,P,0,5,443,231,67,11042,0,28,24,37,1,0,A,1,0.111,20,0,0,1,0,26,18,44,325,9,36.11,90,100,10,20,4,6,26,93,36.11,6
00107580,125,65,0,R,2,45,U,F,7,0,P,0,4,303,200,70,9928,0,28,21,42,1,2,F,3,0.353,2.83,0.444,2.75,6,4,12,33,78,95.5,38,2.51,4,5,1,3,7,14,12,125,2.51,18
00107651,101,,0,R,2,45,U,F,5,0,B,16,3,428,276,71,12428,0,26,0,52,0,0,A,2,0.136,21.67,0.182,22.5,3,2,15,26,63,201,10,20.1,30,40,10,20,6,13,15,95,20.1,5
00107727,137,57,0,T,2,36,H,F,7,0,P,0,5,441,260,67,12452,0,35,29,36,1,1,S,4,0.545,5,0.455,5,12,5,15,32,83,227,43,5.28,8,10,2,5,5,11,15,130,5.28,19
00107815,65,,0,R,2,45,U,M,1,1,B,5,3,284,194,68,10190,0,29,30,38,0,0,A,1,0.105,15,0.125,15,2,1,21,15,36,52,5,10.4,10,15,5,15,3,6,21,56,10.4,2
00107880,41,41,0,U,2,07,U,F,3,0,P,0,,814,260,51,13744,0,30,28,39,1,1,S,4,0.381,6.75,0.6,6.67,8,6,21,16,38,72,11,6.55,2,8,6,7,6,12,21,44,6.55,8
00107993,29,55,0,R,3,51,H,F,3,1,B,1,,522,206,85,8800,0,26,33,34,0,0,A,1,0.118,22.5,0.25,22.5,2,2,17,12,27,45,2,22.5,5,25,20,20,6,12,17,33,22.5,2
00108215,137,46,0,S,2,18,H,M,4,1,B,1,,724,314,94,10913,1,26,70,14,0,0,A,1,0.167,8.5,0.4,8.5,2,2,21,14,43,131,22,5.95,7,10,3,10,2,6,21,130,5.95,10
00108217,137,50,0,S,2,18,U,M,,0,N,0,,719,402,91,14297,1,27,38,14,1,1,S,2,0.111,15,0.143,20,2,1,18,34,78,82,16,5.13,18,20,2,20,6,13,18,130,5.13,11
00108274,17,35,0,U,4,10,U,F,2,1,B,0,,433,154,71,7395,0,45,16,66,0,0,F,1,0.2,20,0.5,20,1,1,17,5,13,20,1,20,0,20,20,20,4,10,17,17,20,1
00108381,77,,0,U,2,07,U,M,,0,N,0,,638,220,26,11076,0,16,54,46,1,1,S,3,0.25,18,0.375,17.33,4,3,21,20,53,141,9,15.67,10,20,10,15,6,13,21,76,15.67,6
00108417,41,58,0,U,3,08,U,F,2,1,M,0,6,536,123,46,6694,0,26,10,48,0,0,A,3,0.25,8.75,0.25,10,4,2,16,13,31,43,6,7.17,7,10,3,10,5,8,16,44,7.17,4
00108438,17,45,0,S,1,15,H,M,5,0,P,0,,885,517,85,16686,0,44,23,54,0,0,F,1,0.2,30,0.5,30,1,1,16,6,14,30,1,30,0,30,30,30,5,12,16,16,30,1
00108475,65,44,0,U,1,02,U,U,,0,N,0,8,907,315,53,19765,0,31,14,57,0,0,A,1,0.158,18.33,0.1,20,3,1,26,19,46,92,7,13.14,15,20,5,20,5,10,26,64,13.14,2
00108635,53,54,0,T,1,34,H,M,5,1,B,10,7,730,350,66,12460,2,16,36,15,0,0,A,1,0.125,13,0,0,2,0,19,14,35,34,4,8.5,12,15,3,15,5,11,19,52,8.5,2
00108651,17,53,0,T,3,41,U,F,2,1,B,11,,405,145,87,6808,0,16,39,31,0,0,N,1,0.143,15,0.333,15,1,1,21,5,15,15,1,15,0,15,15,15,3,8,21,21,15,1
00108655,113,48,0,R,3,51,U,M,1,0,B,0,3,712,408,84,16261,0,25,4,43,0,0,A,2,0.111,17.5,0.25,17.5,2,2,15,23,57,95,7,13.57,10,20,10,20,5,12,15,104,13.57,4
00108781,53,71,0,T,1,34,H,F,3,1,P,0,8,703,322,56,15510,2,42,30,51,0,0,A,2,0.053,21,0.125,21,1,1,24,16,38,61,4,15.25,11,21,10,15,6,13,18,53,15.25,2
00108883,17,44,0,C,1,24,H,F,7,1,B,1,,763,431,62,14823,7,30,53,10,0,0,F,1,0.25,15,0.5,15,1,1,15,5,11,15,1,15,0,15,15,15,3,8,15,15,15,1
00108905,77,,0,C,1,24,U,F,,0,N,0,9,708,368,74,14303,4,43,41,32,1,0,A,3,0.273,16.17,0.182,13.5,6,2,18,24,61,238,19,12.53,15,20,5,20,6,13,18,75,12.53,8
00108918,137,17,0,C,2,27,U,M,,0,N,0,6,511,269,79,10547,2,37,32,29,1,1,S,3,0.227,12.2,0.455,12.2,5,5,21,33,86,288,34,8.47,9,14,5,10,6,15,18,129,8.47,21
00108923,29,35,0,T,2,39,H,F,6,0,B,1,,810,246,60,16998,0,28,30,31,0,0,N,1,0.143,25,0.333,25,1,1,23,6,15,25,1,25,0,25,25,25,4,10,23,23,25,1
00109028,41,37,0,T,3,41,H,M,3,0,B,0,,414,167,83,7656,0,30,33,30,0,0,A,2,0.2,10.75,0,0,4,0,16,14,32,50,5,10,8,15,7,15,6,12,16,39,10,0
00109196,137,,0,T,2,40,U,F,,0,N,0,5,521,99,4,5572,0,23,26,35,1,1,S,3,0.35,6.43,0.4,6.25,7,4,23,28,73,184,31,5.94,7,10,3,6,5,12,23,129,5.94,16
00109240,113,60,0,T,3,41,H,M,6,0,P,0,3,445,180,78,7560,0,17,32,39,1,1,S,3,0.35,5.71,0.4,5.25,7,4,15,28,76,177,28,6.32,7,10,3,5,5,12,15,105,6.32,17
00109305,17,,0,C,1,24,U,F,6,1,B,0,,775,498,91,18790,0,39,40,46,0,0,F,1,0.2,25,0.5,25,1,1,17,6,14,25,1,25,0,25,25,25,5,11,17,17,25,1
00109429,17,,0,T,2,40,H,U,5,1,B,19,,589,378,84,15300,0,40,33,45,0,0,F,1,0.2,16,0.5,16,1,1,17,5,13,16,1,16,0,16,16,16,4,10,17,17,16,1
00109436,29,48,0,T,2,40,H,F,4,1,B,14,,615,321,85,16139,0,33,21,39,0,0,A,1,0.125,12.5,0.286,12.5,2,2,16,10,26,25,2,12.5,5,15,10,15,4,12,16,32,12.5,2
00109683,41,59,0,T,2,39,U,F,6,1,B,0,5,647,299,73,10154,0,24,18,18,0,0,A,2,0.15,9.33,0.222,9,3,2,24,15,37,63,5,12.6,20,25,5,25,6,13,18,45,12.6,3
00109829,137,77,0,S,1,12,H,F,4,1,B,60,8,688,314,62,13152,0,19,21,36,0,0,A,1,0.067,25,0.143,25,1,1,21,26,65,94,9,10.44,20,25,5,25,6,12,21,117,10.44,6
00109979,65,66,0,R,2,43,U,M,4,1,M,1,3,453,225,86,10393,1,38,38,30,0,0,A,3,0.238,7.2,0.1,7,5,1,15,19,50,61,10,6.1,7,10,3,7,6,12,15,62,6.1,3
00110289,29,47,0,C,3,32,U,F,1,1,B,2,,328,143,43,6192,0,25,26,26,0,0,N,2,0.167,12.5,0,0,2,0,15,8,20,25,2,12.5,5,15,10,15,4,11,15,26,12.5,0
00110491,17,73,0,T,1,35,H,M,5,1,B,0,,856,313,85,15248,0,30,22,21,0,0,F,1,0.2,20,0.5,20,1,1,19,5,12,20,1,20,0,20,20,20,4,10,19,19,20,1
00110539,137,50,0,R,2,43,H,M,5,1,B,1,4,554,241,88,9759,0,35,45,27,1,13,A,1,0.095,20,0,0,2,0,18,32,74,166,16,10.38,21,25,4,25,6,14,18,128,10.38,8
00110547,41,51,0,R,2,43,U,M,2,1,P,0,,381,255,82,8146,0,8,29,0,0,0,A,3,0.263,13.8,0.3,15.33,5,3,17,15,36,99,7,14.14,20,25,5,13,6,14,17,41,14.14,4
00110607,77,45,0,R,2,49,U,F,,1,N,0,2,639,328,89,11679,1,38,51,12,1,0,A,1,0.053,17,0,0,1,0,22,21,52,114,10,11.4,12,17,5,17,6,12,22,67,11.4,2
00110707,17,46,0,R,3,51,U,F,2,1,B,2,,272,160,87,4852,0,14,39,34,0,0,F,1,0.143,20,0.333,20,1,1,20,6,15,20,1,20,0,20,20,20,4,10,20,20,20,1
00110755,41,39,0,T,2,39,U,F,2,0,B,5,,535,186,57,8016,93,5,15,0,1,1,S,3,0.278,10.2,0.444,10.25,5,4,22,14,33,56,6,9.33,6,11,5,10,6,12,22,41,9.33,5
00110814,17,29,0,C,1,24,U,F,5,1,M,4,,674,388,75,17804,2,45,22,41,0,0,F,1,0.2,20,0,0,1,0,16,6,14,20,1,20,0,20,20,20,5,12,16,16,20,0
00110876,137,,0,R,3,50,U,U,,0,N,0,,258,153,74,7860,0,23,39,27,1,1,S,2,0.222,7.5,0.333,10,2,1,21,13,42,105,17,6.18,5,10,5,10,2,6,21,130,6.18,10
00110898,65,59,0,T,2,36,H,M,5,1,B,1,8,497,318,85,12611,0,35,32,49,1,1,S,3,0.211,9.25,0.111,9,4,1,16,19,47,69,10,6.9,7,10,3,9,6,13,16,65,6.9,4
00110985,125,65,0,R,2,45,U,F,1,0,B,6,6,472,248,78,11454,0,28,23,40,0,0,A,1,0.063,18,0,0,1,0,26,24,61,72,8,9,13,18,5,18,4,9,26,125,9,3
00111000,77,31,0,?,?, .,H,F,3,0,P,0,,368,158,66,8350,0,0,0,0,0,0,A,2,0.176,16.67,0.25,17.5,3,2,20,16,38,70,5,14,15,25,10,25,6,13,20,77,14,3
00111023,89,53,0,R,3,51,U,F,4,0,P,0,2,332,170,79,8725,0,36,27,36,0,0,A,1,0.105,20,0.222,20,2,2,24,21,54,90,6,15,15,20,5,20,6,11,24,89,15,4
00111129,101,45,0,R,2,45,H,M,5,1,P,0,6,485,251,81,11414,0,33,32,49,1,1,S,2,0.143,10.33,0.182,10.5,3,2,21,26,65,136,17,8,8,11,3,10,6,13,18,92,8,9
00111142,137,72,0,T,2,36,H,F,3,1,B,5,5,505,222,85,14178,0,47,32,27,1,1,S,2,0.105,10,0.111,11,2,1,17,32,78,147,20,7.35,6,11,5,11,6,13,17,129,7.35,10
00111227,65,76,0,R,3,51,U,M,,0,N,0,4,339,225,70,13114,2,31,19,32,0,0,A,4,0.286,12.25,0.286,12.5,4,2,20,13,37,95,9,10.56,11,16,5,16,4,9,19,56,10.56,5
00111236,17,37,0,T,3,41,H,F,3,0,P,0,,349,240,77,9291,0,18,13,23,0,0,F,1,0.167,20,0.333,20,1,1,19,6,14,20,1,20,0,20,20,20,4,10,19,19,20,1
00111383,137,,0,R,2,45,H,M,7,1,B,1,,581,284,79,14953,2,33,29,25,0,0,A,2,0.15,8.67,0,0,3,0,18,27,64,55,12,4.58,7,10,3,10,5,12,18,125,4.58,5
00111513,65,,0,R,3,51,U,M,2,1,M,0,2,321,164,84,7577,0,35,34,42,0,0,A,1,0.071,22,0,0,1,0,20,17,46,78,5,15.6,17,22,5,22,6,13,20,65,15.6,2
00111597,17,63,0,C,3,32,H,M,2,0,P,0,,386,146,64,5582,0,13,0,11,0,0,N,3,0.333,11.5,0.5,15,2,1,15,6,18,33,3,11,7,15,8,15,5,13,15,20,11,1
00111615,137,44,0,C,3,32,H,F,3,0,P,0,4,356,229,75,8075,0,2,0,99,1,1,S,2,0.188,16.67,0.125,10,3,1,15,27,61,185,15,12.33,20,25,5,20,3,6,15,127,12.33,10
00111656,29,,0,C,1,24,U,F,,1,N,0,,1542,335,55,36158,0,40,23,50,0,0,A,1,0.143,22.5,0.286,22.5,2,2,19,11,25,45,2,22.5,5,25,20,25,6,13,19,29,22.5,2
00111704,41,,0,C,1,22,U,F,,0,N,0,9,872,336,50,19810,0,25,37,26,0,0,A,4,0.273,12.33,0.364,12,6,4,16,17,40,104,10,10.4,10,15,5,15,6,14,16,45,10.4,5
00111820,137,,0,R,3,50,U,M,1,0,P,0,0,868,494,90,20459,0,19,25,46,1,1,S,2,0.2,6.25,0.182,5,4,2,20,36,77,157,36,4.36,13,15,2,10,6,13,18,128,4.36,20
00111909,29,,0,T,2,36,U,M,2,1,P,0,,400,198,72,9818,0,25,37,41,0,0,N,3,0.2,7.5,0.4,7.5,2,2,21,9,22,20,3,6.67,5,10,5,5,6,12,19,24,6.67,2
00111918,137,65,0,T,2,36,H,F,4,1,B,9,7,427,250,80,14425,2,34,19,44,1,1,S,3,0.235,9.5,0.222,9.5,4,2,18,22,59,184,26,7.08,8,11,3,9,4,9,18,130,7.08,11
00112211,17,67,0,?,?, .,H,M,5,0,P,0,,563,218,65,9706,0,0,0,0,0,0,N,2,0.25,12.5,0.5,12.5,2,2,16,8,19,25,2,12.5,15,20,5,20,6,14,16,21,12.5,2
00112247,53,48,0,C,2,28,H,F,6,1,P,0,7,643,257,71,11257,0,49,16,70,0,0,A,1,0.053,25,0,0,1,0,18,18,41,70,3,23.33,5,25,20,25,6,13,18,52,23.33,0
00112347,137,80,0,?,?, .,H,M,6,1,B,2,,851,334,54,14602,0,0,0,0,1,1,S,2,0.182,12,0.5,12,2,2,21,27,65,95,11,8.64,7,12,5,12,5,10,21,128,8.64,9
00112375,137,74,0,T,2,40,H,F,5,1,B,4,8,639,240,85,11840,0,24,63,19,1,0,A,1,0.045,30,0,0,1,0,30,29,66,193,10,19.3,27,30,3,30,6,13,18,126,19.3,5
00112535,17,,0,C,1,24,U,F,,0,N,0,,0,0,0,0,1,36,32,33,0,0,F,1,0.143,25,0,0,1,0,19,6,15,25,1,25,0,25,25,25,4,10,19,19,25,0
00112781,77,,0,T,3,41,U,F,,0,N,0,,199,131,62,6390,0,28,26,34,1,1,S,4,0.429,2.17,0.5,1.33,6,3,15,16,43,24,15,1.6,4,5,1,1,5,13,15,67,1.6,8
00113106,17,61,0,C,3,30,H,F,2,0,P,0,,375,171,57,14322,0,37,0,18,0,0,N,2,0.2,20,0.5,20,1,1,17,6,16,30,2,15,10,20,10,10,5,13,15,17,15,1
00113108,29,,0,C,3,30,U,M,1,0,B,4,,274,167,68,6500,0,26,32,48,0,0,A,1,0.154,13,0,0,2,0,26,8,22,26,2,13,6,16,10,16,4,9,26,31,13,0
00113413,101,,0,C,1,24,U,M,,1,N,0,9,889,431,76,21416,0,39,29,40,1,0,A,1,0.095,15,0,0,2,0,18,28,68,120,12,10,13,15,2,15,6,13,18,98,10,6
00113451,77,58,0,C,2,28,H,M,5,1,B,11,,552,324,73,15617,2,37,22,46,0,0,A,1,0.1,14,0,0,2,0,20,22,53,87,11,7.91,13,15,2,15,6,13,20,68,7.91,4
00113594,29,87,0,T,1,34,H,M,6,1,B,2,,897,382,78,29569,0,36,33,44,0,0,N,1,0.1,25,0.25,25,1,1,24,7,17,25,1,25,0,25,25,25,4,9,24,24,25,1
00113629,41,53,0,R,2,48,H,F,5,0,P,0,,387,160,82,9860,1,41,18,49,0,0,A,2,0.111,15.5,0.125,20,2,1,17,13,31,36,3,12,15,20,5,20,6,12,17,41,12,2
00113655,137,,0,R,2,43,U,F,,0,N,0,,193,160,81,7659,1,27,34,31,1,7,A,3,0.286,7.25,0.167,8,4,1,18,18,42,90,19,4.74,6,8,2,8,4,8,18,129,4.74,10
00113677,137,,0,T,2,36,U,F,2,0,P,0,1,257,176,79,7818,0,29,24,38,1,4,A,1,0.125,14,0,0,2,0,20,30,77,312,24,13,15,20,5,14,4,11,20,128,13,15
00113722,17,65,0,C,2,27,H,M,5,0,P,0,,519,258,80,9293,22,47,77,17,0,0,N,2,0.2,18,0.5,18,1,1,17,6,15,28,2,14,8,18,10,10,5,12,15,17,14,1
00113733,29,42,0,C,2,28,H,F,3,1,B,9,,493,244,73,12105,4,64,39,26,0,0,A,1,0.154,10,0.2,5,2,1,18,8,20,20,2,10,10,15,5,15,4,10,18,30,10,1
00113775,29,29,0,R,2,43,H,F,6,1,B,2,,451,214,81,9761,1,35,38,33,0,0,A,1,0.158,23,0.111,20,3,1,18,13,31,69,3,23,5,25,20,24,6,13,18,33,23,1
00113830,65,,0,R,2,45,U,U,,0,N,0,1,257,185,79,9225,3,30,28,40,1,0,A,1,0.059,15,0.143,15,1,1,23,16,46,67,5,13.4,5,15,10,15,4,10,23,65,13.4,4
00113838,101,,0,R,3,53,U,F,,0,N,0,,295,150,71,8962,0,30,13,51,1,1,S,3,0.308,8,0.6,8,4,3,17,21,60,114,18,6.33,3,8,5,8,3,7,17,105,6.33,10
00113845,29,,0,R,3,53,U,M,2,0,P,0,,260,183,74,9653,1,32,34,43,0,0,A,2,0.231,15,0.2,25,3,1,16,9,27,45,3,15,20,25,5,25,6,15,16,31,15,1
00113871,29,42,0,R,2,45,U,U,,0,N,0,,311,167,77,10142,0,32,27,51,0,0,N,2,0.167,15,0.333,15,2,2,21,9,20,30,2,15,10,20,10,20,5,11,21,26,15,2
00113979,125,40,0,R,2,46,U,U,,0,N,0,6,497,277,78,12085,0,31,32,42,1,1,S,3,0.263,12,0.3,10,5,3,18,33,78,182,17,10.71,17,20,3,20,6,14,18,122,10.71,10
00113984,29,,0,R,3,51,U,F,,0,N,0,,372,201,85,9191,0,47,30,50,0,0,A,2,0.167,14.33,0.111,15,3,1,19,13,30,49,4,12.25,10,16,6,12,6,13,19,33,12.25,1
00114146,137,60,0,T,1,35,U,F,,0,N,0,9,819,471,92,17379,0,31,34,26,1,11,A,1,0.053,25,0,0,1,0,18,31,73,232,17,13.65,20,25,5,25,6,13,18,129,13.65,9
00114190,65,,0,T,2,39,U,M,6,1,B,0,,647,226,73,12628,2,30,34,17,1,0,A,3,0.3,8.67,0.6,8.67,3,3,16,13,28,46,7,6.57,6,11,5,10,5,12,16,53,6.57,6
00114208,77,63,0,T,3,41,U,M,4,1,M,9,2,393,195,56,10232,0,39,17,53,1,5,A,2,0.136,23.33,0.091,30,3,1,15,22,57,140,9,15.56,25,30,5,30,6,13,15,73,15.56,5
00114265,101,55,0,R,2,49,H,F,3,0,P,0,2,426,246,80,10463,1,30,31,32,1,8,A,1,0.091,15,0.091,15,2,1,26,28,73,442,40,11.05,17,20,3,15,5,10,26,98,11.05,15
00114339,101,56,0,R,3,51,U,F,,0,N,0,2,204,186,83,9064,0,30,28,33,0,0,A,2,0.15,11,0.111,15,3,1,22,23,54,71,9,7.89,10,15,5,15,6,12,22,94,7.89,3
00114367,113,71,0,T,2,39,H,F,3,1,P,0,,550,321,90,11348,0,39,31,31,1,1,S,2,0.125,15.5,0,0,2,0,19,23,62,126,12,10.5,11,16,5,15,6,13,19,105,10.5,6
00114531,65,74,0,C,3,30,H,F,1,0,B,9,,237,147,68,8237,0,45,25,34,1,0,A,4,0.25,5,0.4,5,5,4,19,20,48,62,13,4.77,3,5,2,5,6,11,19,65,4.77,7
00114593,89,83,0,S,3,21,H,M,1,1,M,29,7,264,332,69,9319,0,22,28,48,1,1,S,4,0.286,5.5,0.3,6,6,3,18,25,69,304,27,11.26,25,30,5,5,6,13,18,85,11.26,13
00114645,17,67,0,S,2,16,H,M,3,0,B,4,,573,356,89,17513,0,45,12,52,0,0,N,1,0.143,15,0.333,15,1,1,21,5,13,15,1,15,0,15,15,15,3,8,21,21,15,1
00114676,77,45,0,T,1,35,U,U,,0,N,0,9,1062,486,96,17908,0,37,34,27,0,0,A,1,0.1,20,0.111,20,2,1,24,20,53,92,6,15.33,10,20,10,20,6,11,24,76,15.33,4
00114694,89,31,0,S,1,14,H,M,5,1,B,1,9,879,487,84,17949,0,31,38,28,0,0,A,3,0.182,20,0.182,20,4,2,15,26,66,268,14,19.14,13,23,10,20,6,14,15,86,19.14,5
